sentence	label
a fascinating documentary about the long and eventful spiritual journey of the guru who helped launch the new age . 	1
the plot follows a predictable connect-the-dots course 	0
cultural intrigue 	1
painfully forced , false and fabricated 	0
clichés and borrowed images 	0
the horrors 	0
whimsicality , 	1
as an old pickup skidding completely out of control on a long patch of black ice 	0
humanity 's greatest shame 	0
into a strangely tempting bouquet of a movie 	1
wonderful film to bring to imax 	1
no respectable halloween costume shop would ever try to sell 	0
a brutally dry satire of middle american numbness . 	0
far the worst movie of the year 	0
is a fast , frenetic , funny , even punny 6 -- aimed specifically at a grade-school audience . 	1
once again that he 's the best brush in the business 	1
the insinuation of mediocre acting or 	0
working-class subjects 	1
starts as a tart little lemon drop of a movie 	0
sickeningly savage 	0
the wit and hoopla 	1
the art direction and costumes are gorgeous and finely detailed , and 	1
bolstered by an astonishing voice cast ( excepting love hewitt ) , an interesting racial tension , and a storyline that i have n't encountered since at least pete 's dragon . 	1
to mediocrity 	0
like a cruel deception carried out by men of marginal intelligence , with reactionary ideas about women and a total lack of empathy 	0
for excitement 	1
is constructed around a core of flimsy -- or , worse yet , nonexistent -- ideas 	0
means a great movie , but it is a refreshingly forthright one . 	1
that it 's hardly watchable 	0
grand 	1
laborious 	0
ordinary , pasty lumpen 	0
it 's very beavis and butthead , yet always seems to elicit a chuckle . 	1
must be said that he is an imaginative filmmaker who can see the forest for the trees 	1
interesting character 	1
flourish 	1
graceful , moving tribute 	1
disintegrates 	0
muted 	0
draws its considerable power 	1
a so-called ` comedy ' 	0
they engage and even touch us 	1
a surprisingly faithful remake of its chilly predecessor 	1
the worst films of 2002 	0
disjointed , flaws that have to be laid squarely on taylor 's doorstep 	0
you 're an absolute raving star wars junkie 	0
narc is a no-bull throwback to 1970s action films . 	1
is dreary and sluggish 	0
one of french cinema 's master craftsmen 	1
laughed throughout the movie 	1
is a vulgar 	0
hugely enjoyable in its own right though not really faithful 	1
is extremely thorough . 	1
the journey to the secret 's eventual discovery 	1
a mildly funny , sometimes tedious , ultimately insignificant 	0
potent exploration 	1
occasional jarring glimpses 	1
all the more disquieting for its relatively gore-free allusions to the serial murders , 	0
nice to see what he could make with a decent budget 	1
is one of two things : unadulterated thrills or genuine laughs 	1
you can tell almost immediately that welcome to collinwood is n't going to jell . 	0
finally , the french-produced `` read my lips '' is a movie that understands characters must come first . 	1
makes the same mistake as the music industry it criticizes , becoming so slick and watered-down it almost loses what made you love it 	0
unflattering 	0
complaining when a film clocks in around 90 minutes these days 	1
, it 's exploitive without being insightful . 	0
great pity 	0
, it 's kind of insulting , both to men and women . 	0
contrived , 	0
the fascination comes in the power of the huston performance , which seems so larger than life and yet so fragile , and 	1
nails sy 's queasy infatuation and overall strangeness 	0
pretty tattered 	0
the insightful writer/director 	1
in the breathtakingly beautiful outer-space documentary space station 3d 	1
that 's as crisp and to the point 	1
dies . 	0
a familiar anti-feminist equation ( career - kids = misery ) 	1
unambitious writing emerges in the movie , using a plot that could have come from an animated-movie screenwriting textbook . 	0
this stinker 	0
surprised at how much we care about the story 	1
is a mediocre movie trying to get out 	0
far more witty 	1
pretty and gifted , it really won my heart 	1
've seen it all before 	0
touched by the film 's conviction 	1
the rare common-man artist who 's wise enough to recognize that there are few things in this world more complex -- and , as it turns out , more fragile -- than happiness 	1
an intimate contemplation of two marvelously messy lives . 	1
the kids in the audience at the preview screening seemed bored , cheering the pratfalls but little else ; their parents , wise folks that they are , read books . 	0
in cynicism every bit 	0
95-minute commercial 	0
redemption 	1
issues ' 	0
hollywood kids 	1
very humble 	1
phlegmatic 	0
the determination of pinochet 's victims to seek justice , and their often heartbreaking testimony , spoken directly into director patricio guzman 's camera , pack a powerful emotional wallop 	1
thurman and lewis give what can easily be considered career-best performances 	1
fun with it all 	1
a cruel story 	0
an oscar 	1
that it has none of the pushiness and decibel volume of most contemporary comedies 	1
adam sandler 's 8 crazy nights is 75 wasted minutes of sandler as the voice-over hero in columbia pictures ' perverse idea of an animated holiday movie . 	0
mr. wollter and ms. seldhal give strong and convincing performances , but 	1
just more of the same , 	0
that works on any number of levels 	1
far more successful , if considerably less ambitious , than last year 's kubrick-meets-spielberg exercise . 	1
apart is the vision that taymor , the avant garde director of broadway 's the lion king and the film titus , brings . 	1
the resolutely downbeat smokers only with every indulgent , indie trick in the book 	0
astonishingly skillful and moving ... it could become a historically significant work as well as a masterfully made one 	1
already obscure 	0
taking up the current teen movie concern with bodily functions 	1
's such a mechanical endeavor ( that ) it never bothers to question why somebody might devote time to see it 	0
that movie was pretty bad 	0
though the film is static , its writer-director 's heart is in the right place , his plea for democracy and civic action laudable . 	1
interesting 	1
a lovely film ... 	1
the worst elements 	0
than a mall movie designed to kill time 	0
, the trip there is a great deal of fun . 	1
as steamy as last week 's pork dumplings . 	0
intellectual and emotional 	1
the novel 	1
the worst thing 	0
compelling investigation 	1
junkie 	0
goldbacher 	0
a buoyant romantic comedy 	1
ca n't recommend it . 	0
terrific performances , great to look at , and funny . 	1
is it a comedy ? 	0
being `` in the mood '' to view a movie as harrowing and 	0
turned down 	0
further sad evidence 	0
contains very few laughs and even less surprises . 	0
as deep as a petri dish 	0
wal-mart checkout line 	0
including a knockout of a closing line 	1
worst films 	0
insightful 	1
are woven together skilfully 	1
except it 's much , much better . 	1
attraction and interdependence 	1
romp of a film 	1
lilo & stitch '' is n't the most edgy piece of disney animation to hit the silver screen 	0
it might be ` easier ' to watch on video at home 	0
leguizamo and jones are both excellent and the rest of the cast is uniformly superb . 	1
an easy film 	1
, the more you will probably like it . 	1
be careful what you wish for '' 	0
freakshow 	0
besson 's high-profile name 	1
a distinctly mixed bag , the occasional bursts of sharp writing alternating with lots of sloppiness 	0
a marvel 	1
two-way 	1
the jokes are sophomoric , stereotypes are sprinkled everywhere and 	0
driven by the pathetic idea that if you shoot something on crummy-looking videotape , it must be labeled ` hip ' , ` innovative ' and ` realistic ' 	0
i have a new favorite musical -- and i 'm not even a fan of the genre 	1
a moving and solidly entertaining comedy/drama that should bolster director and co-writer 	1
knock yourself out and enjoy the big screen postcard that is a self-glorified martin lawrence lovefest . 	0
a dazzling thing to behold -- as long as you 're wearing the somewhat cumbersome 3d goggles the theater 	1
